"text"
"<s>Human:所属专业：变电检修作业/作业内容：110kV高层布置双母线同停多间隔综合检修</s><s>Assistant: 风险因素：触电、机械伤害、高处坠落/风险等级：三级</s>"
"<s>Human:所属专业：变电检修作业/作业内容：起重重量达到起重机械额定负荷的95％，或起重机械临近带电体作业</s><s>Assistant: 风险因素：触电、机械伤害、高处坠落/风险等级：三级</s>"
"<s>Human:所属专业：变电检修作业/作业内容：35kV和10kV高压开关柜扩建或并柜改造</s><s>Assistant: 风险因素：触电、机械伤害、高处坠落/风险等级：三级</s>"
"<s>Human:所属专业：变电检修作业/作业内容：500kV半串停电开展检修工作</s><s>Assistant: 风险因素：触电、机械伤害、高处坠落/风险等级：四级</s>"
"<s>Human:所属专业：变电检修作业/作业内容：110kV及以上场地单处大型机具作业</s><s>Assistant: 风险因素：触电、机械伤害、高处坠落/风险等级：四级</s>"
"<s>Human:所属专业：变电检修作业/作业内容：35kV变电站站用变更换</s><s>Assistant: 风险因素：触电、机械伤害/风险等级：四级</s>"
"<s>Human:所属专业：变电检修作业/作业内容：35kV和10kV整段高压开关柜停电年检预试</s><s>Assistant: 风险因素：触电、机械伤害、高处坠落/风险等级：四级</s>"
"<s>Human:所属专业：变电检修作业/作业内容：35千伏变电站主变或母线停电综合检修、或者110千伏及以上单间隔多专业检修。</s><s>Assistant: 风险因素：触电、机械伤害、高处坠落/风险等级：四级</s>"
"<s>Human:所属专业：变电检修作业/作业内容：二次系统和照明等回路、直流电源、通道和控制系统上的日常检修和消缺工作。</s><s>Assistant: 风险因素：触电/风险等级：四级</s>"
"<s>Human:所属专业：变电检修作业/作业内容：涉及不超过4个专业、或2个单位、或4个班组、或作业人员超过30人的风险等级不超过三级的大型复杂作业。</s><s>Assistant: 风险因素：触电、多班组交叉作业/风险等级：四级</s>"
"<s>Human:所属专业：变电检修作业/作业内容：110千伏以下电网“新技术、新工艺、新设备、新材料”应用的首次作业。</s><s>Assistant: 风险因素：触电、高处坠落、机械伤害、物体打击/风险等级：四级</s>"
"<s>Human:所属专业：变电检修作业/作业内容：35千伏变电站单间隔多专业检修。</s><s>Assistant: 风险因素：触电、机械伤害/风险等级：四级</s>"
"<s>Human:所属专业：变电检修作业/作业内容：500kV全串停电检修</s><s>Assistant: 风险因素：触电、机械伤害、高处坠落/风险等级：五级</s>"
"<s>Human:所属专业：变电检修作业/作业内容：大型机具可能误碰带电设备作业</s><s>Assistant: 风险因素：触电、机械伤害、高处坠落/风险等级：五级</s>"
"<s>Human:所属专业：变电检修作业/作业内容：变电站交流电源盘检修</s><s>Assistant: 风险因素：触电、机械伤害/风险等级：五级</s>"
"<s>Human:所属专业：变电检修作业/作业内容：蓄电池组更换</s><s>Assistant: 风险因素：触电、机械伤害/风险等级：五级</s>"
"<s>Human:所属专业：变电检修作业/作业内容：站内高层布置母线及引流线绝缘子涂料喷刷，防污清扫</s><s>Assistant: 风险因素：触电、机械伤害、高处坠落/风险等级：五级</s>"
"<s>Human:所属专业：变电检修作业/作业内容：运维人员实施不需高压设备停电或做安全措施的变电运维一体化业务项目。</s><s>Assistant: 风险因素：触电、机械伤害/风险等级：五级</s>"
"<s>Human:所属专业：变电检修作业/作业内容：变电站内不需要停电并且不可能触及导电部分的清扫或综合治理工作。</s><s>Assistant: 风险因素：机械伤害、高处坠落/风险等级：五级</s>"
"<s>Human:所属专业：变电检修作业/作业内容：单一班组、单一专业、或作业人员不超过5人的风险等级不超过四级检修作业。</s><s>Assistant: 风险因素：触电、机械伤害/风险等级：五级</s>"
"<s>Human:所属专业：变电检修作业/作业内容：控制盘和低压配电盘、配电箱、电源干线上的检修和消缺工作。</s><s>Assistant: 风险因素：触电/风险等级：五级</s>"
"<s>Human:所属专业：变电试验/作业内容：110千伏及以上油浸变压器局部放电及耐压试验、35千伏及以上高压电缆耐压试验。</s><s>Assistant: 风险因素：触电、高处坠落/风险等级：三级</s>"
"<s>Human:所属专业：变电试验/作业内容：35千伏油侵变压器局部放电及耐压试验、10千伏高压电缆耐压试验。</s><s>Assistant: 风险因素：触电、高处坠落/风险等级：四级</s>"
"<s>Human:所属专业：变电试验/作业内容：35千伏及以上一次设备耐压试验。</s><s>Assistant: 风险因素：触电/风险等级：四级</s>"
"<s>Human:所属专业：变电试验/作业内容：10千伏一次设备耐压试验。</s><s>Assistant: 风险因素：触电/风险等级：五级</s>"
"<s>Human:所属专业：输电检修作业/作业内容：覆冰或锈蚀严重、基础或主材明显变形受损、同一段两面主斜材缺失、同一段一半及以上小材缺失杆塔的登杆塔作业</s><s>Assistant: 风险因素：高处坠落、倒塌、物体打击/风险等级：一级</s>"
"<s>Human:所属专业：输电检修作业/作业内容：崇山峻岭,地质灾害地区更换500kV及以上杆塔、导线</s><s>Assistant: 风险因素：高处坠落、倒塌、物体打击/风险等级：一级</s>"
"<s>Human:所属专业：输电检修作业/作业内容：110千伏及以上线路同塔扩建第二回，另一回不停电架设(拆除)导地线、架空光缆等作业。</s><s>Assistant: 风险因素：高处坠落、触电、物体打击/风险等级：一级</s>"
"<s>Human:所属专业：输电检修作业/作业内容：邻近带电体组立各类型铁塔、防线工作〔《安规》(线路部分)规定需编制专项安全措施的作业〕。</s><s>Assistant: 风险因素：物体打击、机械伤害、高处坠落、触电/风险等级：一级</s>"
"<s>Human:所属专业：输电检修作业/作业内容：铁塔塔身覆冰需登塔作业，地质灾害导致铁塔基础附近地面出现裂缝或导致杆塔轻微倾斜需登塔作业。</s><s>Assistant: 风险因素：高处坠落、倒塌、物体打击/风险等级：一级</s>"
"<s>Human:所属专业：输电检修作业/作业内容：同一作业面涉及5个专业、或3个单位、或5个班组、或作业人员超过50人的大型复杂作业。</s><s>Assistant: 风险因素：触电、多班组交叉作业/风险等级：一级</s>"
"<s>Human:所属专业：输电检修作业/作业内容：作业面一次超过30基杆塔的线路大型复杂作业。</s><s>Assistant: 风险因素：倒塌、触电、高处坠落、物体打击/风险等级：二级</s>"
"<s>Human:所属专业：输电检修作业/作业内容：输电线路跨越房屋、人口密集区的松、放线作业</s><s>Assistant: 风险因素：高处坠落、机械伤害、物体打击/风险等级：二级</s>"
"<s>Human:所属专业：输电检修作业/作业内容：崇山峻岭,地质灾害地区更换220kV及以下杆塔、导线</s><s>Assistant: 风险因素：高处坠落、倒塌、物体打击/风险等级：二级</s>"
"<s>Human:所属专业：输电检修作业/作业内容：同塔(杆)三回及以上架空线路，同侧双回中单一线路检修作业</s><s>Assistant: 风险因素：高处坠落、触电、物体打击/风险等级：二级</s>"
"<s>Human:所属专业：输电检修作业/作业内容：风害易发区110kV及以上输电线路登塔、分裂导线走线作业；雨、雪、雾等恶劣天气下220kV及以上线路登塔或分裂导线走线作业</s><s>Assistant: 风险因素：触电、高处坠落、物体打击/风险等级：二级</s>"
"<s>Human:所属专业：输电检修作业/作业内容：附近存在滑坡、泥石流、滚石等严重威胁的杆塔作业</s><s>Assistant: 风险因素：倒塌、触电、高处坠落、物体打击/风险等级：二级</s>"
"<s>Human:所属专业：输电检修作业/作业内容：220千伏及以上电网“新技术、新工艺、新设备、新材料”应用的首次作业。高海拔输电线路带电作业;首次开展的新类型或新方式的带电作业</s><s>Assistant: 风险因素：触电、高处坠落、机械伤害、物体打击/风险等级：二级</s>"
"<s>Human:所属专业：输电检修作业/作业内容：铁塔更换、导地线展放作业。</s><s>Assistant: 风险因素：倒塌、高处坠落、机械伤害、物体打击/风险等级：三级</s>"
"<s>Human:所属专业：输电检修作业/作业内容：带电砍伐超高树木。</s><s>Assistant: 风险因素：触电、机械伤害、物体打击/风险等级：三级</s>"
"<s>Human:所属专业：输电检修作业/作业内容：通道内可燃物为茅草或烧除区域为山坡的线路周边计划性定向烧荒，可能导致人身伤害</s><s>Assistant: 风险因素：倒塌、高处坠落/风险等级：三级</s>"
"<s>Human:所属专业：输电检修作业/作业内容：涉及不超过4个专业、或2个单位、或4个班组、或作业人员达到30～50人的大型复杂作业。</s><s>Assistant: 风险因素：触电、多班组交叉作业/风险等级：三级</s>"
"<s>Human:所属专业：输电检修作业/作业内容：同塔(杆)双回架空线路，单一线路检修作业；同塔(杆)三回及以上架空线路，单侧线路同停检修作业</s><s>Assistant: 风险因素：高处坠落、机械伤害、物体打击/风险等级：三级</s>"
"<s>Human:所属专业：输电检修作业/作业内容：输电线路220kV及以上杆塔组立、吊装塔头</s><s>Assistant: 风险因素：高处坠落、机械伤害、物体打击/风险等级：三级</s>"
"<s>Human:所属专业：输电检修作业/作业内容：输电线路钢管杆吊装、组立;整体立塔施工;落地通天抱杆分解吊装组立;全倒装分解组立;临近带电体组立塔;全高为80m及以上的杆塔组立</s><s>Assistant: 风险因素：高处坠落、机械伤害、物体打击/风险等级：三级</s>"
"<s>Human:所属专业：输电检修作业/作业内容：110kV及以上输电线路分裂导线走线作业；风害易发区35kV输电线路登塔或上导地线的作业；雨、雪、雾等恶劣天气下110kV及以下线路登塔或上导地线的作业</s><s>Assistant: 风险因素：触电、高处坠落、物体打击/风险等级：三级</s>"
"<s>Human:所属专业：输电检修作业/作业内容：轻微覆冰杆塔；主材轻微变形受损、一块主斜材缺失、挂点附近小材缺失杆塔的登杆塔作业</s><s>Assistant: 风险因素：倒塌、高处坠落、机械伤害、物体打击/风险等级：三级</s>"
"<s>Human:所属专业：输电检修作业/作业内容：输电线路35kV及以上导线驰度调整;导、地线放紧线</s><s>Assistant: 风险因素：机械伤害、物体打击/风险等级：三级</s>"
"<s>Human:所属专业：输电检修作业/作业内容：输电线路常规带电作业</s><s>Assistant: 风险因素：触电、机械伤害、物体打击/风险等级：三级</s>"
"<s>Human:所属专业：输电检修作业/作业内容：220千伏以下电网“新技术、新工艺、新设备、新材料”应用的首次作业。</s><s>Assistant: 风险因素：触电、高处坠落、机械伤害、物体打击/风险等级：四级</s>"
"<s>Human:所属专业：输电检修作业/作业内容：涉及单一专业、单一单位、或作业人员超过20人的风险等级不超过三级的大型复杂作业。</s><s>Assistant: 风险因素：触电、多班组交叉作业/风险等级：四级</s>"
"<s>Human:所属专业：输电检修作业/作业内容：一次(同一天)超过10基杆塔不超过三级风险的线路检修。</s><s>Assistant: 风险因素：倒塌、触电、高处坠落、物体打击/风险等级：四级</s>"
"<s>Human:所属专业：输电检修作业/作业内容：常规组塔</s><s>Assistant: 风险因素：倒塌、高处坠落、物体打击/风险等级：四级</s>"
"<s>Human:所属专业：输电检修作业/作业内容：一次(同一天)不超过10基杆塔不超过四级风险的线路检修。</s><s>Assistant: 风险因素：倒塌、触电、高处坠落、物体打击/风险等级：五级</s>"
"<s>Human:所属专业：输电检修作业/作业内容：测量接地电阻、修剪树枝、杆塔底部和基础等地面监测、消缺工作，涂写杆塔号、安装标示牌，工作地点在杆塔最下层导线以下，保持距离符合《安规》要求的工作。</s><s>Assistant: 风险因素：高处坠落、物体打击/风险等级：五级</s>"
"<s>Human:所属专业：输电电缆作业/作业内容：邻近易燃、易爆物品或电缆沟、隧道等密闭空间动火作业。</s><s>Assistant: 风险因素：火灾、中毒、窒息/风险等级：二级</s>"
"<s>Human:所属专业：输电电缆作业/作业内容：220千伏及以上开断电缆作业。</s><s>Assistant: 风险因素：触电、爆炸/风险等级：三级</s>"
"<s>Human:所属专业：输电电缆作业/作业内容：110千伏及以上高压电缆试验。</s><s>Assistant: 风险因素：触电、高处坠落/风险等级：三级</s>"
"<s>Human:所属专业：输电电缆作业/作业内容：输电电缆切改</s><s>Assistant: 风险因素：触电/风险等级：三级</s>"
"<s>Human:所属专业：输电电缆作业/作业内容：35～110千伏以上开断电缆作业。</s><s>Assistant: 风险因素：触电、爆炸/风险等级：四级</s>"
"<s>Human:所属专业：输电电缆作业/作业内容：制作环氧树脂电缆头和调配环氧树脂工作。</s><s>Assistant: 风险因素：中毒、窒息/风险等级：四级</s>"
"<s>Human:所属专业：输电电缆作业/作业内容：35千伏高压电缆试验。</s><s>Assistant: 风险因素：触电、高处坠落/风险等级：四级</s>"
"<s>Human:所属专业：输电电缆作业/作业内容：10千伏高压电缆试验。</s><s>Assistant: 风险因素：触电、高处坠落/风险等级：四级</s>"
"<s>Human:所属专业：输电电缆作业/作业内容：35kV及以上电缆预试,消缺,试验,更换接地箱,同轴电缆恢复</s><s>Assistant: 风险因素：触电/风险等级：五级</s>"
"<s>Human:所属专业：输电电缆作业/作业内容：在已有运行电缆通道内进行新电缆敷设工作</s><s>Assistant: 风险因素：触电/风险等级：五级</s>"
"<s>Human:所属专业：输电电缆作业/作业内容：电缆终端登塔(杆)对电缆及附件开展作业</s><s>Assistant: 风险因素：触电、高处坠落/风险等级：五级</s>"
"<s>Human:所属专业：输电电缆作业/作业内容：人员进入隧道、检查井等密闭空间进行检修作业</s><s>Assistant: 风险因素：触电、中毒、窒息/风险等级：五级</s>"
"<s>Human:所属专业：输电电缆作业/作业内容：电缆直埋敷设作业。</s><s>Assistant: 风险因素：坍塌/风险等级：五级</s>"
"<s>Human:所属专业：输电线路跨越作业/作业内容：输电线路夜间跨公路或铁路施工</s><s>Assistant: 风险因素：倒塌、公路通行中断、铁路停运、高处坠落、触电、物体打击/风险等级：一级</s>"
"<s>Human:所属专业：输电线路跨越作业/作业内容：输电线路大跨越组塔、放线施工作业</s><s>Assistant: 风险因素：倒塌、公路通行中断、铁路停运、高处坠落、触电、物体打击/风险等级：一级</s>"
"<s>Human:所属专业：输电线路跨越作业/作业内容：跨越公路、铁路及电力线路的一般跨越架搭设和拆除(24m及以上)作业。</s><s>Assistant: 风险因素：倒塌、公路通行中断、铁路停运、高处坠落、触电、物体打击/风险等级：一级</s>"
"<s>Human:所属专业：输电线路跨越作业/作业内容：跨越一级及以上公路(含高速)、Ⅱ级及以上铁路(含高铁)、重要输电线路、主通航河流、海上主航道的架设(拆除)导地线、架空光缆等作业。</s><s>Assistant: 风险因素：高处坠落、倒塌、物体打击、公路通行中断、铁路停运/风险等级：一级</s>"
"<s>Human:所属专业：输电线路跨越作业/作业内容：跨越公路、铁路及电力线路作业的一般跨越架搭设和拆除(18m及以上至24m以下)，一般跨越架搭设和拆除、无跨越架跨越架线(使用防护网)作业。</s><s>Assistant: 风险因素：倒塌、触电、公路通行中断、铁路停运、高处坠落、物体打击/风险等级：二级</s>"
"<s>Human:所属专业：输电线路跨越作业/作业内容：跨越二级公路、10千伏及以下带电线路的架设(拆除)导地线、架空光缆等作业。输电线路跨越10kV及以上带电运行线路时对导地线的弧垂调整或放紧线作业</s><s>Assistant: 风险因素：倒塌、物体打击、公路通行中断、触电/风险等级：三级</s>"
"<s>Human:所属专业：输电线路跨越作业/作业内容：输电线路跨越房屋、人口密集区日常检修作业</s><s>Assistant: 风险因素：物体打击、触电/风险等级：三级</s>"
"<s>Human:所属专业：输电线路跨越作业/作业内容：钻越电力线路的架设(拆除)导地线、架空光缆等作业。</s><s>Assistant: 风险因素：倒塌、触电、高处坠落、物体打击/风险等级：三级</s>"
"<s>Human:所属专业：输电带电作业/作业内容：35千伏及以上涉及交叉跨越带电线路的带电作业，或首次开展的新型带电作业模式。</s><s>Assistant: 风险因素：触电、高处坠落、机械伤害、物体打击/风险等级：二级</s>"
"<s>Human:所属专业：输电带电作业/作业内容：35千伏及以上不涉及交叉跨越带电线路的带电作业(除地电位作业项目外)。</s><s>Assistant: 风险因素：倒塌、触电、高处坠落、物体打击/风险等级：三级</s>"
"<s>Human:所属专业：配电带电作业/作业内容：带电更换直线杆绝缘子(绝缘杆作业法)、带电更换直线杆绝缘子及横担(绝缘杆作业法)、带电更换熔断器(绝缘杆作业法)、带电更换耐张杆绝缘子串及横担、带电组立或撤除直线电杆、带电更换直线电杆、带电直线杆改终端杆、带负荷更换熔断器、带负荷更换导线非承力线夹、带负荷更换柱上开关或隔离开关、带负荷直线杆改耐张杆、带电断空载电缆线路与架空线路连接引线、带电接空载电缆线路与架空线路连接引线。</s><s>Assistant: 风险因素：触电、电弧伤害、高处坠落、机械伤害、物体打击、高温中暑/风险等级：三级</s>"
"<s>Human:所属专业：配电带电作业/作业内容：带负荷直线杆改耐张杆并加装柱上开关或隔离开关、不停电更换柱上变压器、旁路作业检修架空线路、旁路作业检修电缆线路、旁路作业检修环网箱、从环网箱(架空线路)等设备临时取电给环网箱或移动箱式变压器供电。</s><s>Assistant: 风险因素：触电、电弧伤害、高处坠落、机械伤害、物体打击、高温中暑/风险等级：三级</s>"
"<s>Human:所属专业：配电带电作业/作业内容：普通消缺及装拆附件(绝缘杆作业法)、带电更换避雷器(绝缘杆作业法)、带电断引流线(绝缘杆作业法)、带电接引流线(绝缘杆作业法)。</s><s>Assistant: 风险因素：触电、高处坠落、机械伤害、物体打击、高温中暑、导线脱落/风险等级：四级</s>"
"<s>Human:所属专业：配电带电作业/作业内容：普通消缺及装拆附件(绝缘手套作业法)、带电辅助加装或拆除绝缘遮蔽、带电更换避雷器(绝缘手套作业法)、带电断引流线(绝缘手套作业法)、带电接引流线(绝缘手套作业法)、带电更换熔断器(绝缘手套作业法)、带电更换直线杆绝缘子(绝缘手套作业法)、带电更换直线杆绝缘子及横担(绝缘手套作业法)、带电更换耐张杆绝缘子串、带电更换柱上开关或隔离开关。</s><s>Assistant: 风险因素：触电、高处坠落、机械伤害、物体打击、高温中暑/风险等级：四级</s>"
"<s>Human:所属专业：配电(低压)施工作业/作业内容：10(20)千伏跨越Ⅰ级、Ⅱ级铁路，一级、二级、三级航道，高速公路、一级或二级公路或邻近带电线路组立(拆除)杆塔、架设(拆除)导线、光缆等作业。</s><s>Assistant: 风险因素：高处坠落、倒塔、物体打击、公路通行中断、航运中断、铁路停运、触电/风险等级：二级</s>"
"<s>Human:所属专业：配电(低压)施工作业/作业内容：开闭所、配电室建设作业中，房屋横梁混凝土浇筑作业。</s><s>Assistant: 风险因素：高处坠落、塌方/风险等级：三级</s>"
"<s>Human:所属专业：配电(低压)施工作业/作业内容：在重要地下管线(如供水、燃气、石油管线、国防电缆等)附近采用拉管、顶管等方式进行的管道建设。</s><s>Assistant: 风险因素：高处坠落、物体打击、火灾、触电、机械伤害、爆炸/风险等级：三级</s>"
"<s>Human:所属专业：配电(低压)施工作业/作业内容：在变电站内盘柜备用间隔接入。</s><s>Assistant: 风险因素：触电、机械伤害/风险等级：三级</s>"
"<s>Human:所属专业：配电(低压)施工作业/作业内容：10(20)千伏跨越Ⅲ级、IV级铁路，五级、六级、七级航道，三级、四级公路、10(20)千伏及以上电压等级电力线路或邻近带电线路组立(拆除)杆塔、架设(拆除)导线、光缆等作业。</s><s>Assistant: 风险因素：高处坠落、倒塔、物体打击、公路通行中断、铁路停运、航运中断、触电/风险等级：三级</s>"
"<s>Human:所属专业：配电(低压)施工作业/作业内容：钢塔基础及电缆井钢筋作业(含加工、切割及焊接)及混凝砼浇筑。</s><s>Assistant: 风险因素：机械伤害、触电、火灾/风险等级：四级</s>"
"<s>Human:所属专业：配电(低压)施工作业/作业内容：配电电缆沟、井及配电柜、屏基础施工及起重作业。</s><s>Assistant: 风险因素：机械伤害、高处坠落、物体打击、火灾、触电/风险等级：四级</s>"
"<s>Human:所属专业：配电(低压)施工作业/作业内容：在重要地下管线(如供水、燃气、石油管线、国防电缆等)附近采用开挖方式进行的管道建设。</s><s>Assistant: 风险因素：火灾、触电、机械伤害、爆炸/风险等级：四级</s>"
"<s>Human:所属专业：配电(低压)施工作业/作业内容：配电电缆更换、敷设及接线。</s><s>Assistant: 风险因素：机械伤害、物体打击、触电/风险等级：四级</s>"
"<s>Human:所属专业：配电(低压)施工作业/作业内容：配电电缆耐压、交接等试验。</s><s>Assistant: 风险因素：触电/风险等级：四级</s>"
"<s>Human:所属专业：配电(低压)施工作业/作业内容：架设低压架空线路、保护接地或接零、现场照明布置、电气焊焊接等低压施工作业。</s><s>Assistant: 风险因素：触电、火灾、灼伤/风险等级：四级</s>"
"<s>Human:所属专业：配电(低压)施工作业/作业内容：低压施工用电系统的接火、检修及维护。</s><s>Assistant: 风险因素：触电/风险等级：四级</s>"
"<s>Human:所属专业：配电(低压)施工作业/作业内容：配电自动化终端、低压配电箱及开关箱安装。</s><s>Assistant: 风险因素：触电、机械伤害/风险等级：四级</s>"
"<s>Human:所属专业：配电(低压)施工作业/作业内容：配电开关柜、屏、环网柜(箱)、电缆分支箱、柱上开关、箱式变压器、配电变压器等设备安装、调试。</s><s>Assistant: 风险因素：高处坠落、机械伤害、物体打击、触电/风险等级：四级</s>"
"<s>Human:所属专业：配电(低压)施工作业/作业内容：开闭所、配电室、环网柜等配电设备机构检修、更换工作。</s><s>Assistant: 风险因素：高处坠落、机械伤害、物体打击、触电/风险等级：四级</s>"
"<s>Human:所属专业：配电(低压)施工作业/作业内容：运行盘柜上二次接线。</s><s>Assistant: 风险因素：触电/风险等级：四级</s>"
"<s>Human:所属专业：配电(低压)施工作业/作业内容：配电开关柜、屏、环网柜(箱)、电缆分支箱、柱上开关、箱式变压器、配电变压器等设备停电搭火。</s><s>Assistant: 风险因素：触电、高处坠落、物体打击/风险等级：四级</s>"
"<s>Human:所属专业：配电(低压)施工作业/作业内容：在运环网柜备用间隔接入。</s><s>Assistant: 风险因素：触电、机械伤害/风险等级：四级</s>"
"<s>Human:所属专业：配电(低压)施工作业/作业内容：配电杆塔排杆、焊接及组立等施工作业；杆塔防腐。</s><s>Assistant: 风险因素：机械伤害、高处坠落、物体打击/风险等级：四级</s>"
"<s>Human:所属专业：配电(低压)施工作业/作业内容：搭设跨越架。</s><s>Assistant: 风险因素：高处坠落、物体打击/风险等级：四级</s>"
"<s>Human:所属专业：配电(低压)施工作业/作业内容：在非“三跨”区域开展10(20)千伏及以上配电线路电杆组立(拆除)作业。</s><s>Assistant: 风险因素：高处坠落、机械伤害、物体打击/风险等级：四级</s>"
"<s>Human:所属专业：配电(低压)施工作业/作业内容：不存在交叉跨越、“三跨”等配电线路架设，旧导线拆除。</s><s>Assistant: 风险因素：高处坠落、机械伤害、物体打击、触电/风险等级：四级</s>"
"<s>Human:所属专业：配电(低压)施工作业/作业内容：电缆物资、配电开关柜、屏、环网柜(箱)、电缆分支箱、柱上开关、箱式变压器、配电变压器等设备搬运。</s><s>Assistant: 风险因素：机械伤害/风险等级：五级</s>"
"<s>Human:所属专业：配电(低压)施工作业/作业内容：低压配电电缆的敷设。</s><s>Assistant: 风险因素：机械伤害/风险等级：五级</s>"
"<s>Human:所属专业：配电(低压)施工作业/作业内容：配电杆塔接地施工(不包含杆塔顶端接地线安装)、普通杆坑或拉线坑开挖、杆塔基础护坡施工、护栏施工、杆塔材料运输及搬运、杆号牌等标识安装。</s><s>Assistant: 风险因素：机械伤害、触电/风险等级：五级</s>"
"<s>Human:所属专业：配电(低压)施工作业/作业内容：配电检修作业与高压带电线路交叉跨越或临近带电设备的配网检修作业。</s><s>Assistant: 风险因素：触电、高处坠落、机械伤害/风险等级：三级</s>"
"<s>Human:所属专业：通信作业/作业内容：变电站、通信站通信电源设备(高频开关电源、交直流分配屏、蓄电池)更换、倒换操作及诊断性试验。</s><s>Assistant: 风险因素：误操作、触电、电网事故/风险等级：三级</s>"
